Germany, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 04/02/2019
Year    Age        ASFR
1998     14     0.00036
1998     15     0.00175
1998     16     0.00448
1998     17     0.01020
1998     18     0.01908
1998     19     0.03022
1998     20     0.04094
1998     21     0.05036
1998     22     0.05980
1998     23     0.06873
1998     24     0.07691
1998     25     0.08432
1998     26     0.08964
1998     27     0.09425
1998     28     0.09783
1998     29     0.09871
1998     30     0.09506
1998     31     0.08763
1998     32     0.07774
1998     33     0.06594
1998     34     0.05457
1998     35     0.04419
1998     36     0.03439
1998     37     0.02594
1998     38     0.01893
1998     39     0.01358
1998     40     0.00927
1998     41     0.00583
1998     42     0.00343
1998     43     0.00190
1998     44     0.00101
1998     45     0.00046
1998     46     0.00018
1998     47     0.00011
1998     48     0.00006
1998     49     0.00003
1998     50     0.00002
1998     51     0.00002
1998     52     0.00001
1998     53     0.00000
1998     54     0.00000
1998     55+    0.00000
1999     12-    0.00000
1999     13     0.00002
1999     14     0.00036
1999     15     0.00181
1999     16     0.00463
1999     17     0.01018
1999     18     0.01907
1999     19     0.03000
1999     20     0.04044
1999     21     0.04996
1999     22     0.05874
1999     23     0.06674
1999     24     0.07587
1999     25     0.08484
1999     26     0.09037
1999     27     0.09375
1999     28     0.09735
1999     29     0.09798
1999     30     0.09483
1999     31     0.08875
1999     32     0.07903
1999     33     0.06800
1999     34     0.05682
1999     35     0.04589
1999     36     0.03565
1999     37     0.02652
1999     38     0.01974
1999     39     0.01430
1999     40     0.00960
1999     41     0.00622
1999     42     0.00381
1999     43     0.00202
1999     44     0.00094
1999     45     0.00044
1999     46     0.00018
1999     47     0.00009
1999     48     0.00007
1999     49     0.00003
1999     50     0.00002
1999     51     0.00001
1999     52     0.00001
1999     53     0.00000
1999     54     0.00000
1999     55+    0.00000
2000     12-    0.00000
2000     13     0.00004
2000     14     0.00046
2000     15     0.00176
2000     16     0.00472
2000     17     0.01036
2000     18     0.01945
2000     19     0.03065
2000     20     0.04073
2000     21     0.05004
2000     22     0.05848
2000     23     0.06628
2000     24     0.07506
2000     25     0.08468
2000     26     0.09137
2000     27     0.09554
2000     28     0.09795
2000     29     0.09864
2000     30     0.09596
2000     31     0.09001
2000     32     0.08130
2000     33     0.07078
2000     34     0.05957
2000     35     0.04800
2000     36     0.03742
2000     37     0.02835
2000     38     0.02108
2000     39     0.01535
2000     40     0.01037
2000     41     0.00646
2000     42     0.00395
2000     43     0.00220
2000     44     0.00105
2000     45     0.00049
2000     46     0.00019
2000     47     0.00007
2000     48     0.00004
2000     49     0.00003
2000     50     0.00002
2000     51     0.00001
2000     52     0.00000
2000     53     0.00000
2000     54     0.00000
2000     55+    0.00000
2001     12-    0.00000
2001     13     0.00006
2001     14     0.00055
2001     15     0.00191
2001     16     0.00517
2001     17     0.01073
2001     18     0.01941
2001     19     0.03002
2001     20     0.03951
2001     21     0.04833
2001     22     0.05628
2001     23     0.06377
2001     24     0.07163
2001     25     0.07983
2001     26     0.08698
2001     27     0.09178
2001     28     0.09490
2001     29     0.09570
2001     30     0.09325
2001     31     0.08787
2001     32     0.08000
2001     33     0.07047
2001     34     0.05985
2001     35     0.04904
2001     36     0.03848
2001     37     0.02919
2001     38     0.02142
2001     39     0.01526
2001     40     0.01051
2001     41     0.00655
2001     42     0.00392
2001     43     0.00216
2001     44     0.00111
2001     45     0.00054
2001     46     0.00025
2001     47     0.00009
2001     48     0.00002
2001     49     0.00002
2001     50     0.00002
2001     51     0.00002
2001     52     0.00001
2001     53     0.00001
2001     54     0.00000
2001     55+    0.00000
2002     12-    0.00000
2002     13     0.00006
2002     14     0.00055
2002     15     0.00193
2002     16     0.00527
2002     17     0.01068
2002     18     0.01844
2002     19     0.02820
2002     20     0.03760
2002     21     0.04612
2002     22     0.05382
2002     23     0.06184
2002     24     0.06947
2002     25     0.07726
2002     26     0.08425
2002     27     0.09031
2002     28     0.09471
2002     29     0.09573
2002     30     0.09372
2002     31     0.08864
2002     32     0.08082
2002     33     0.07175
2002     34     0.06186
2002     35     0.05132
2002     36     0.04072
2002     37     0.03064
2002     38     0.02233
2002     39     0.01621
2002     40     0.01111
2002     41     0.00700
2002     42     0.00411
2002     43     0.00235
2002     44     0.00123
2002     45     0.00053
2002     46     0.00022
2002     47     0.00010
2002     48     0.00006
2002     49     0.00003
2002     50     0.00001
2002     51     0.00001
2002     52     0.00001
2002     53     0.00000
2002     54     0.00000
2002     55+    0.00000
2003     12-    0.00000
2003     13     0.00005
2003     14     0.00048
2003     15     0.00175
2003     16     0.00491
2003     17     0.01007
2003     18     0.01773
2003     19     0.02689
2003     20     0.03551
2003     21     0.04435
2003     22     0.05220
2003     23     0.05919
2003     24     0.06781
2003     25     0.07654
2003     26     0.08344
2003     27     0.08934
2003     28     0.09413
2003     29     0.09616
2003     30     0.09485
2003     31     0.08966
2003     32     0.08239
2003     33     0.07328
2003     34     0.06371
2003     35     0.05359
2003     36     0.04239
2003     37     0.03222
2003     38     0.02377
2003     39     0.01698
2003     40     0.01152
2003     41     0.00725
2003     42     0.00435
2003     43     0.00242
2003     44     0.00120
2003     45     0.00057
2003     46     0.00027
2003     47     0.00011
2003     48     0.00006
2003     49     0.00002
2003     50     0.00001
2003     51     0.00001
2003     52     0.00001
2003     53     0.00000
2003     54     0.00000
2003     55+    0.00000
2004     12-    0.00000
2004     13     0.00006
2004     14     0.00047
2004     15     0.00167
2004     16     0.00453
2004     17     0.00933
2004     18     0.01669
2004     19     0.02569
2004     20     0.03413
2004     21     0.04257
2004     22     0.05040
2004     23     0.05860
2004     24     0.06746
2004     25     0.07581
2004     26     0.08338
2004     27     0.08933
2004     28     0.09443
2004     29     0.09723
2004     30     0.09672
2004     31     0.09298
2004     32     0.08597
2004     33     0.07709
2004     34     0.06677
2004     35     0.05616
2004     36     0.04520
2004     37     0.03455
2004     38     0.02578
2004     39     0.01868
2004     40     0.01240
2004     41     0.00768
2004     42     0.00456
2004     43     0.00252
2004     44     0.00129
2004     45     0.00062
2004     46     0.00026
2004     47     0.00012
2004     48     0.00006
2004     49     0.00002
2004     50     0.00001
2004     51     0.00001
2004     52     0.00001
2004     53     0.00000
2004     54     0.00000
2004     55+    0.00000
2005     12-    0.00000
2005     13     0.00005
2005     14     0.00046
2005     15     0.00160
2005     16     0.00435
2005     17     0.00874
2005     18     0.01570
2005     19     0.02522
2005     20     0.03367
2005     21     0.04070
2005     22     0.04792
2005     23     0.05576
2005     24     0.06415
2005     25     0.07310
2005     26     0.08122
2005     27     0.08707
2005     28     0.09140
2005     29     0.09476
2005     30     0.09591
2005     31     0.09302
2005     32     0.08619
2005     33     0.07770
2005     34     0.06758
2005     35     0.05703
2005     36     0.04603
2005     37     0.03574
2005     38     0.02712
2005     39     0.01966
2005     40     0.01310
2005     41     0.00810
2005     42     0.00491
2005     43     0.00274
2005     44     0.00135
2005     45     0.00063
2005     46     0.00029
2005     47     0.00016
2005     48     0.00009
2005     49     0.00003
2005     50     0.00001
2005     51     0.00001
2005     52     0.00001
2005     53     0.00001
2005     54     0.00000
2005     55+    0.00000
2006     12-    0.00000
2006     13     0.00005
2006     14     0.00044
2006     15     0.00157
2006     16     0.00415
2006     17     0.00820
2006     18     0.01484
2006     19     0.02396
2006     20     0.03204
2006     21     0.03917
2006     22     0.04602
2006     23     0.05341
2006     24     0.06189
2006     25     0.07100
2006     26     0.07889
2006     27     0.08550
2006     28     0.09088
2006     29     0.09441
2006     30     0.09562
2006     31     0.09293
2006     32     0.08698
2006     33     0.07835
2006     34     0.06873
2006     35     0.05878
2006     36     0.04760
2006     37     0.03722
2006     38     0.02855
2006     39     0.02088
2006     40     0.01422
2006     41     0.00888
2006     42     0.00529
2006     43     0.00294
2006     44     0.00150
2006     45     0.00074
2006     46     0.00031
2006     47     0.00011
2006     48     0.00006
2006     49     0.00004
2006     50     0.00002
2006     51     0.00002
2006     52     0.00001
2006     53     0.00001
2006     54     0.00000
2006     55+    0.00000
2007     12-    0.00000
2007     13     0.00005
2007     14     0.00047
2007     15     0.00157
2007     16     0.00397
2007     17     0.00788
2007     18     0.01444
2007     19     0.02292
2007     20     0.03082
2007     21     0.03796
2007     22     0.04522
2007     23     0.05218
2007     24     0.06047
2007     25     0.07030
2007     26     0.07939
2007     27     0.08681
2007     28     0.09279
2007     29     0.09735
2007     30     0.09888
2007     31     0.09652
2007     32     0.09184
2007     33     0.08443
2007     34     0.07455
2007     35     0.06384
2007     36     0.05229
2007     37     0.04058
2007     38     0.03071
2007     39     0.02267
2007     40     0.01561
2007     41     0.00988
2007     42     0.00569
2007     43     0.00313
2007     44     0.00162
2007     45     0.00074
2007     46     0.00034
2007     47     0.00018
2007     48     0.00009
2007     49     0.00004
2007     50     0.00003
2007     51     0.00002
2007     52     0.00001
2007     53     0.00001
2007     54     0.00000
2007     55+    0.00000
2008     12-    0.00000
2008     13     0.00005
2008     14     0.00043
2008     15     0.00157
2008     16     0.00414
2008     17     0.00794
2008     18     0.01360
2008     19     0.02188
2008     20     0.02951
2008     21     0.03607
2008     22     0.04285
2008     23     0.05043
2008     24     0.05882
2008     25     0.06830
2008     26     0.07759
2008     27     0.08578
2008     28     0.09233
2008     29     0.09721
2008     30     0.09980
2008     31     0.09856
2008     32     0.09396
2008     33     0.08659
2008     34     0.07762
2008     35     0.06729
2008     36     0.05480
2008     37     0.04309
2008     38     0.03297
2008     39     0.02447
2008     40     0.01705
2008     41     0.01069
2008     42     0.00627
2008     43     0.00342
2008     44     0.00176
2008     45     0.00085
2008     46     0.00037
2008     47     0.00017
2008     48     0.00009
2008     49     0.00005
2008     50     0.00003
2008     51     0.00002
2008     52     0.00001
2008     53     0.00001
2008     54     0.00000
2008     55+    0.00000
2009     12-    0.00000
2009     13     0.00004
2009     14     0.00036
2009     15     0.00133
2009     16     0.00371
2009     17     0.00730
2009     18     0.01296
2009     19     0.02018
2009     20     0.02722
2009     21     0.03384
2009     22     0.04045
2009     23     0.04774
2009     24     0.05654
2009     25     0.06587
2009     26     0.07476
2009     27     0.08278
2009     28     0.08970
2009     29     0.09527
2009     30     0.09823
2009     31     0.09741
2009     32     0.09320
2009     33     0.08707
2009     34     0.07811
2009     35     0.06778
2009     36     0.05635
2009     37     0.04445
2009     38     0.03414
2009     39     0.02523
2009     40     0.01764
2009     41     0.01117
2009     42     0.00652
2009     43     0.00366
2009     44     0.00190
2009     45     0.00089
2009     46     0.00038
2009     47     0.00019
2009     48     0.00011
2009     49     0.00006
2009     50     0.00004
2009     51     0.00003
2009     52     0.00002
2009     53     0.00001
2009     54     0.00000
2009     55+    0.00000
2010     12-    0.00000
2010     13     0.00004
2010     14     0.00035
2010     15     0.00129
2010     16     0.00362
2010     17     0.00716
2010     18     0.01288
2010     19     0.01991
2010     20     0.02622
2010     21     0.03289
2010     22     0.03950
2010     23     0.04686
2010     24     0.05598
2010     25     0.06614
2010     26     0.07520
2010     27     0.08383
2010     28     0.09156
2010     29     0.09735
2010     30     0.10094
2010     31     0.10057
2010     32     0.09664
2010     33     0.09027
2010     34     0.08196
2010     35     0.07181
2010     36     0.06004
2010     37     0.04763
2010     38     0.03643
2010     39     0.02732
2010     40     0.01903
2010     41     0.01196
2010     42     0.00693
2010     43     0.00373
2010     44     0.00199
2010     45     0.00099
2010     46     0.00045
2010     47     0.00020
2010     48     0.00010
2010     49     0.00007
2010     50     0.00005
2010     51     0.00003
2010     52     0.00002
2010     53     0.00001
2010     54     0.00000
2010     55+    0.00000
2011     12-    0.00000
2011     13     0.00004
2011     14     0.00036
2011     15     0.00129
2011     16     0.00331
2011     17     0.00656
2011     18     0.01192
2011     19     0.01879
2011     20     0.02490
2011     21     0.03056
2011     22     0.03644
2011     23     0.04365
2011     24     0.05268
2011     25     0.06268
2011     26     0.07193
2011     27     0.08088
2011     28     0.08923
2011     29     0.09524
2011     30     0.09917
2011     31     0.09984
2011     32     0.09570
2011     33     0.08921
2011     34     0.08166
2011     35     0.07231
2011     36     0.06116
2011     37     0.04873
2011     38     0.03753
2011     39     0.02814
2011     40     0.01964
2011     41     0.01229
2011     42     0.00720
2011     43     0.00396
2011     44     0.00206
2011     45     0.00099
2011     46     0.00042
2011     47     0.00020
2011     48     0.00012
2011     49     0.00007
2011     50     0.00005
2011     51     0.00004
2011     52     0.00002
2011     53     0.00001
2011     54     0.00000
2011     55+    0.00000
2012     12-    0.00000
2012     13     0.00004
2012     14     0.00035
2012     15     0.00122
2012     16     0.00329
2012     17     0.00655
2012     18     0.01146
2012     19     0.01850
2012     20     0.02502
2012     21     0.03010
2012     22     0.03563
2012     23     0.04289
2012     24     0.05161
2012     25     0.06217
2012     26     0.07242
2012     27     0.08138
2012     28     0.08906
2012     29     0.09634
2012     30     0.10173
2012     31     0.10157
2012     32     0.09777
2012     33     0.09155
2012     34     0.08339
2012     35     0.07404
2012     36     0.06299
2012     37     0.05061
2012     38     0.03943
2012     39     0.02974
2012     40     0.02048
2012     41     0.01295
2012     42     0.00770
2012     43     0.00419
2012     44     0.00214
2012     45     0.00108
2012     46     0.00050
2012     47     0.00025
2012     48     0.00015
2012     49     0.00006
2012     50     0.00004
2012     51     0.00004
2012     52     0.00003
2012     53     0.00001
2012     54     0.00000
2012     55+    0.00000
2013     12-    0.00000
2013     13     0.00003
2013     14     0.00036
2013     15     0.00125
2013     16     0.00304
2013     17     0.00643
2013     18     0.01166
2013     19     0.01751
2013     20     0.02333
2013     21     0.02884
2013     22     0.03469
2013     23     0.04152
2013     24     0.05034
2013     25     0.06098
2013     26     0.07110
2013     27     0.08060
2013     28     0.08955
2013     29     0.09613
2013     30     0.10149
2013     31     0.10329
2013     32     0.09951
2013     33     0.09351
2013     34     0.08602
2013     35     0.07585
2013     36     0.06433
2013     37     0.05297
2013     38     0.04152
2013     39     0.03130
2013     40     0.02178
2013     41     0.01366
2013     42     0.00809
2013     43     0.00449
2013     44     0.00229
2013     45     0.00109
2013     46     0.00056
2013     47     0.00026
2013     48     0.00013
2013     49     0.00009
2013     50     0.00006
2013     51     0.00004
2013     52     0.00002
2013     53     0.00001
2013     54     0.00000
2013     55+    0.00000
2014     12-    0.00000
2014     13     0.00005
2014     14     0.00042
2014     15     0.00131
2014     16     0.00329
2014     17     0.00650
2014     18     0.01131
2014     19     0.01752
2014     20     0.02300
2014     21     0.02850
2014     22     0.03473
2014     23     0.04164
2014     24     0.05039
2014     25     0.06139
2014     26     0.07222
2014     27     0.08245
2014     28     0.09250
2014     29     0.10099
2014     30     0.10653
2014     31     0.10825
2014     32     0.10518
2014     33     0.09841
2014     34     0.09027
2014     35     0.07998
2014     36     0.06775
2014     37     0.05557
2014     38     0.04444
2014     39     0.03386
2014     40     0.02366
2014     41     0.01512
2014     42     0.00897
2014     43     0.00483
2014     44     0.00238
2014     45     0.00119
2014     46     0.00058
2014     47     0.00029
2014     48     0.00015
2014     49     0.00008
2014     50     0.00006
2014     51     0.00004
2014     52     0.00002
2014     53     0.00001
2014     54     0.00000
2014     55+    0.00000
2015     12-    0.00000
2015     13     0.00006
2015     14     0.00046
2015     15     0.00138
2015     16     0.00329
2015     17     0.00636
2015     18     0.01118
2015     19     0.01765
2015     20     0.02354
2015     21     0.02879
2015     22     0.03466
2015     23     0.04179
2015     24     0.05063
2015     25     0.06133
2015     26     0.07272
2015     27     0.08363
2015     28     0.09411
2015     29     0.10246
2015     30     0.10835
2015     31     0.10995
2015     32     0.10757
2015     33     0.10154
2015     34     0.09265
2015     35     0.08254
2015     36     0.06974
2015     37     0.05644
2015     38     0.04500
2015     39     0.03497
2015     40     0.02520
2015     41     0.01592
2015     42     0.00900
2015     43     0.00496
2015     44     0.00265
2015     45     0.00130
2015     46     0.00063
2015     47     0.00031
2015     48     0.00017
2015     49     0.00010
2015     50     0.00006
2015     51     0.00005
2015     52     0.00003
2015     53     0.00001
2015     54     0.00000
2015     55+    0.00000
2016     12-    0.00000
2016     13     0.00006
2016     14     0.00050
2016     15     0.00153
2016     16     0.00374
2016     17     0.00737
2016     18     0.01318
2016     19     0.02013
2016     20     0.02657
2016     21     0.03287
2016     22     0.03801
2016     23     0.04459
2016     24     0.05344
2016     25     0.06399
2016     26     0.07590
2016     27     0.08769
2016     28     0.09854
2016     29     0.10740
2016     30     0.11384
2016     31     0.11600
2016     32     0.11266
2016     33     0.10636
2016     34     0.09806
2016     35     0.08757
2016     36     0.07481
2016     37     0.06072
2016     38     0.04817
2016     39     0.03734
2016     40     0.02680
2016     41     0.01733
2016     42     0.01045
2016     43     0.00577
2016     44     0.00287
2016     45     0.00149
2016     46     0.00076
2016     47     0.00037
2016     48     0.00021
2016     49     0.00014
2016     50     0.00010
2016     51     0.00006
2016     52     0.00003
2016     53     0.00001
2016     54     0.00000
2016     55+    0.00000
2017     12-    0.00000
2017     13     0.00005
2017     14     0.00039
2017     15     0.00129
2017     16     0.00319
2017     17     0.00626
2017     18     0.01151
2017     19     0.01772
2017     20     0.02370
2017     21     0.03009
2017     22     0.03598
2017     23     0.04238
2017     24     0.05117
2017     25     0.06222
2017     26     0.07400
2017     27     0.08519
2017     28     0.09654
2017     29     0.10672
2017     30     0.11347
2017     31     0.11575
2017     32     0.11298
2017     33     0.10612
2017     34     0.09703
2017     35     0.08722
2017     36     0.07472
2017     37     0.06101
2017     38     0.04851
2017     39     0.03753
2017     40     0.02685
2017     41     0.01753
2017     42     0.01069
2017     43     0.00592
2017     44     0.00316
2017     45     0.00162
2017     46     0.00077
2017     47     0.00037
2017     48     0.00019
2017     49     0.00013
2017     50     0.00010
2017     51     0.00006
2017     52     0.00003
2017     53     0.00001
2017     54     0.00001
2017     55+    0.00000
