STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,incgrp,Income situation in relation to the risk of poverty threshold,hhcomp,Household composition,tenure,Tenure status,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2007,,5.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2008,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2009,,4.6,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2010,,4.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2011,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2012,,4.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2013,,4.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2014,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2015,,4.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2016,,4.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2017,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2018,,4.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2019,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2020,,5.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2021,,5.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2022,,6.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2023,,6.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2024,,7.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2025,,7.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2005,,7.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2006,,9.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2007,,9.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2008,,7.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2009,,8.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2010,,8.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2011,,7.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2012,,7.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2013,,7.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2014,,7.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,6.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2016,,7.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2017,,7.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2018,,8.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2019,,8.1,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2020,,6.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2021,,8.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2022,,7.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2023,,8.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2024,,7.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_DCH_GE3,Two adults with three or more dependent children,TOTAL,Total,PC,Percentage,HU,Hungary,2025,,7.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2005,,7.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2010,,9.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2011,,9.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2012,,9.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2013,,9.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2014,,9.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2015,,9.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2016,,9.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2017,,8.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2018,,9.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2019,,8.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2020,,9.3,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2021,,9.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2022,,8.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2023,,9.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2024,,9.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,DE,Germany,2025,,9.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2007,,7.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2008,,7.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2009,,8.2,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2010,,8.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2011,,9.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2012,,9.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2013,,9.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2014,,10.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2015,,10.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2016,,10.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2017,,10.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2018,,10.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2019,,10.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2020,,10.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2021,,10.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2022,,10.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2023,,11.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2024,,10.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,ES,Spain,2025,,10.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2005,,8.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2006,,8.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2007,,8.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2008,,8.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2009,,8.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2010,,9.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2011,,9.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2012,,9.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2013,,9.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2014,,9.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2015,,9.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2016,,9.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2017,,9.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2018,,11.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2019,,11.9,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2020,,12.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2021,,12.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2022,,12.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2023,,12.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2024,,12.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN,Owner,PC,Percentage,HU,Hungary,2025,,12.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2005,,1.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2010,,1.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2011,,1.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2012,,1.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2013,,1.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2014,,1.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2015,,1.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2016,,1.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2017,,1.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2018,,1.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2019,,1.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2_GE1_GE65,"Two adults, at least one aged 65 years or over",OWN_L,"Owner, with mortgage or loan",PC,Percentage,DE,Germany,2020,,3.3,,b,break in time series,,
